Id,Price
5067,718191.5622329712
3722,868067.1906738281
6820,1837944.5306167603
3103,662097.7244567871
2820,815674.1019363403
6369,1272060.405418396
943,1494402.5095977783
4954,1941225.9313659668
6294,1283167.2513885498
6372,702899.6383361816
6376,2048766.98462677
999,1836895.3036880493
819,987688.2804260254
1053,902719.553237915
1030,1210144.566520691
4824,1918131.5722732544
3612,1103065.694015503
6366,903099.0615310669
5117,1144202.887374878
5039,698310.761756897
334,1738048.8822021484
2945,841049.046585083
298,968590.7060317993
472,1723588.3715744019
5788,870264.0793380737
4015,562447.6335830688
3639,859366.1989059448
785,1023326.6544570923
344,1971637.6496658325
6731,867539.131362915
4482,812643.7034759521
1415,1262216.5940246582
1262,1104370.430633545
5642,1220861.454574585
449,485698.35525512695
5110,622580.1599807739
3007,836233.8293685913
205,1011489.8942337036
1353,1653153.9590530396
4638,1087524.1014633179
4356,614968.2082977295
3734,570105.3706207275
6630,794127.0174179077
578,760075.1036148071
1398,1288734.6704025269
1140,755222.1670303345
2006,1463620.483428955
6687,1203586.8894424438
585,1557178.982925415
1116,943920.4639892578
3356,1339148.1119232178
525,1374400.9969940186
5720,369628.4366226196
4938,659963.089050293
5294,997963.8304595947
4880,1421613.152748108
3446,437932.65798950195
5772,1034267.1395339966
4214,568570.4881668091
891,1478437.5053863525
5523,615457.4699325562
4000,1489536.125831604
6179,1201560.2226257324
3049,2237632.5218200684
5400,926058.5464324951
2049,683601.6399993896
2629,572953.5336914062
6449,1089592.1492233276
2043,748866.5933685303
2553,453366.332862854
5153,1319524.3538742065
4905,591151.0060501099
6326,516813.14616394043
4229,932988.3283920288
1136,1256618.9841690063
4981,322360.0806121826
1051,542213.2624053955
5742,1046842.5544891357
4863,1151688.7003860474
3640,2552035.6894073486
3077,2032520.7623596191
1707,790606.375038147
1661,551104.5015335083
4697,751684.733215332
161,2908068.7929229736
1725,1265531.0122833252
5862,891420.4016189575
6044,2067836.6850128174
4463,901971.408279419
3429,4365021.360801697
2242,839722.486618042
6395,1206643.4678268433
691,1090157.9436798096
5296,869089.5580291748
1420,899104.5586013794
4290,1847183.3608016968
6155,1178212.3795166016
6799,882080.7996826172
465,1373174.4215774536
1122,906159.8505859375
2419,584078.623336792
1231,705883.2251205444
4408,550332.5577926636
527,1280412.1615447998
175,263225.63816833496
5871,605045.4406585693
6351,1688011.6645889282
3550,423672.3748245239
5626,901614.8179397583
4084,558036.4617919922
1307,1208644.6243667603
3659,1248893.847579956
4711,594820.9875183105
1080,844703.8075332642
379,1870895.0405426025
4975,409072.3867111206
6368,1177919.281715393
2148,518530.89276123047
2444,916853.7108078003
5660,134186.3288269043
172,1223942.6808929443
6659,1092849.597869873
1266,355439.04808044434
5676,691485.0155029297
6113,950008.0712051392
6762,848475.5873718262
3234,518921.35803222656
6540,1691473.793937683
4265,77577.09490966797
5019,889926.1318130493
3754,704715.1867370605
4920,1871208.9783935547
5037,632527.9927062988
3772,623373.2893295288
2789,1048120.2654724121
5648,153498.6272201538
4434,1070763.3299865723
2431,1359734.7623825073
558,586168.8515701294
2222,983121.103553772
5877,1216748.2195892334
3293,494679.503944397
6108,859556.6650238037
2611,1978049.1938934326
2088,1624020.896484375
5388,1828236.9156036377
1159,742430.9343566895
5622,814488.4107513428
3821,807458.352104187
2516,1280929.6636734009
5739,593239.7224121094
5506,2217444.387397766
6628,616296.3639221191
5883,2141991.7470169067
1727,1037499.0575637817
2375,351465.9931716919
1645,305481.42262268066
377,2051499.53175354
5307,78868.79546356201
1600,891814.2745742798
6413,634736.7381362915
6204,1541657.893234253
1713,1105929.718383789
5629,418783.38331604004
2853,618739.883857727
4159,627779.2461624146
3184,460199.15896606445
3894,581127.5676193237
1649,574210.8451919556
2310,1056193.7487487793
6717,1558807.2862091064
654,1352357.692893982
6304,736732.2532272339
1926,686944.4845199585
4509,1222235.6370315552
687,890963.4003753662
3464,501445.9061431885
4459,426369.8438720703
4180,455841.7407989502
4539,1332986.9138946533
3586,393039.1427154541
6436,1022215.6636123657
6648,985405.9960250854
2002,2528726.048400879
833,922025.002166748
369,4379424.900878906
548,486865.4582748413
2513,1102560.055091858
2330,1083446.712272644
5878,1763179.2598342896
4371,996459.2757644653
5196,471836.5732345581
1539,1660362.8212661743
1804,614245.0069885254
4732,364092.49476623535
5789,448023.6907119751
5300,1102164.1706085205
5478,1594477.413269043
5299,1801120.6211166382
111,581769.0483932495
3389,924351.8704452515
2108,1299711.3193588257
485,974626.4289093018
5405,1060006.6777420044
4588,353075.69468688965
2666,1096918.9325180054
4332,595056.7263565063
6165,744552.3303451538
5305,524149.0996170044
1806,1090385.243812561
2958,1734684.0860366821
4383,748687.5099563599
348,1786229.076889038
5212,1327848.843902588
2050,432018.59563446045
665,2208799.210090637
4029,1101147.3526916504
3665,1050947.6763305664
2322,635603.2656936646
5386,716577.0122299194
6321,1008830.6164398193
5515,1993830.5308151245
1604,527281.909866333
1854,1954229.5004577637
1551,3030907.080833435
6655,733929.8874206543
6320,625607.866897583
256,889382.5549545288
1279,833085.1214904785
3343,1551366.5705490112
4968,3187684.1775360107
352,1685812.970161438
1380,1560415.8350524902
250,489733.76414489746
6025,1143707.7229309082
1232,2210508.3371658325
137,1910471.6433639526
563,630765.4028396606
2289,1371171.714439392
1316,1640078.550354004
2462,1229944.5837631226
5900,764897.4708709717
3319,624469.715133667
1035,1117403.80393219
2146,736949.8233947754
3925,606203.0326385498
1678,638917.4638519287
160,919277.9707489014
2595,2709687.866722107
4598,933802.8108596802
1317,1355056.4131393433
5658,1257401.8477783203
4896,2582346.738883972
4109,687962.1787872314
6623,579902.6966552734
6212,913793.6578063965
719,1847371.139541626
1715,687396.2982330322
3487,700639.1496124268
541,754436.3420257568
5563,2532199.6393737793
5723,1342363.9432525635
6444,1057598.6355438232
3119,1367412.9884262085
2801,820887.5687866211
6809,481953.229385376
3129,798986.3321304321
2370,1067170.1986541748
2567,752940.8780136108
857,650660.7810592651
4577,459529.0275115967
1409,3365647.752784729
1970,603295.8575897217
1184,1016928.7217102051
840,1251220.60912323
2766,534685.946762085
488,792345.7552871704
5913,1607213.346069336
6795,1147681.3071289062
3876,1886193.0128707886
553,682015.556640625
2164,1157746.7435073853
6633,691108.689956665
2086,693240.1144561768
2459,1140327.6258544922
6591,434431.5804595947
5383,859140.7536087036
1240,2177609.9538497925
3743,1690797.7200164795
2197,156649.31858062744
947,1293487.2515716553
902,2477098.6907577515
4885,896939.8334274292
945,675639.8530502319
4453,1495451.9563217163
6379,3502493.4064559937
898,1308149.993774414
1908,1010128.9949417114
5494,514402.30126190186
689,958284.8904876709
1236,-1580215.4561080933
2203,1581926.7684249878
1297,385417.7205429077
3143,497618.96796417236
3668,568278.3350524902
6345,1127765.0462646484
685,1054135.6849746704
2011,2769155.559326172
3819,909794.3177337646
